Ad set ID;Country;reach;impressions;frequency;Currency;cpm;cpc;ctr;amount spent (EUR);purchases;Reporting starts;Reporting ends
23854308274520129;NZ;55552;135940;2.447076613;EUR;8.820281256;1.126906984;0.959011328;1498.786292;49;2023-01-01;2023-04-30
23853201570620129;US;34625;37249;1.075783831;EUR;31.99995043;1.305827952;2.223319944;1489.949692;31;2023-01-01;2023-04-30
23853855992050129;AU;48486;61923;1.277125132;EUR;19.00920818;2.081172208;1.12862384;1471.38875;30;2023-01-01;2023-04-30
23853246001410129;US;38874;45763;1.177206594;EUR;25.21879589;1.396530496;1.839032232;1442.616;24;2023-01-01;2023-04-30
23852314592870129;US;54938;61510;1.119624889;EUR;18.41239318;1.087321112;1.550306936;1415.692087;25;2023-01-01;2023-04-30
23853662536380129;CA;34637;62846;1.814440133;EUR;17.85879505;1.732038544;0.959291224;1402.951222;42;2023-01-01;2023-04-30
23853146881810129;US;37178;44967;1.209524014;EUR;24.54784661;1.30416816;1.884395736;1379.80991;25;2023-01-01;2023-04-30
23854320712330129;US;20019;30010;1.499040921;EUR;36.03311542;1.841518016;1.87246748;1351.674226;31;2023-01-01;2023-04-30
23854175826740129;CA;54118;74134;1.369855724;EUR;14.34981792;1.34455908;1.146458328;1329.768927;25;2023-01-01;2023-04-30
23853484592670129;US;28380;32350;1.13987315;EUR;32.92704174;1.509604064;2.037737712;1331.470787;17;2023-01-01;2023-04-30
23853277965280129;GB;36173;62329;1.723084749;EUR;16.88051711;1.728223352;0.95493576;1315.177968;20;2023-01-01;2023-04-30
23854349407120129;US;13363;20162;1.508800287;EUR;52.09665516;2.848138832;1.910883624;1312.992;23;2023-01-01;2023-04-30
23852526898840129;US;31334;41296;1.317912582;EUR;25.37109647;1.207056224;2.19139868;1309.656;22;2023-01-01;2023-04-30
23854405947010129;US;35328;45067;1.275679348;EUR;23.17143055;1.742776192;1.542230272;1305.339369;32;2023-01-01;2023-04-30
23853855992050129;CA;51840;65283;1.259320988;EUR;15.95250482;1.484365112;1.373462088;1301.788203;38;2023-01-01;2023-04-30
23854172437630129;AU;39834;57549;1.444730077;EUR;17.95040035;2.106492656;1.022019576;1291.28;26;2023-01-01;2023-04-30
23854146013910129;US;31994;34562;1.080264046;EUR;29.7858945;1.961646344;1.538782032;1286.84;22;2023-01-01;2023-04-30
23853687401420129;US;22618;31865;1.408849745;EUR;32.02490522;2.002486656;1.667043256;1275.584;18;2023-01-01;2023-04-30
23853856018680129;US;17600;20486;1.163954545;EUR;49.29308392;1.87834524;2.808607024;1262.248;22;2023-01-01;2023-04-30
23853687780470129;CA;25114;47217;1.880128695;EUR;21.2565196;1.458815168;1.790549128;1254.581043;33;2023-01-01;2023-04-30
23853882046140129;AU;51814;63334;1.222316576;EUR;15.70401809;2.26043636;0.90037516;1243.24;28;2023-01-01;2023-04-30
23853201166000129;US;33690;37050;1.099731674;EUR;26.45972766;1.179431536;2.160948328;1225.429367;26;2023-01-01;2023-04-30
23853017842180221;US;28916;46195;1.597565362;EUR;21.20821582;1.502634616;1.496259352;1224.647215;20;2023-01-01;2023-04-30
23852032978810261;US;28878;42763;1.480802261;EUR;22.85630116;1.404322672;1.731582296;1221.760722;19;2023-01-01;2023-04-30
23852573931850129;US;28225;34262;1.21391117;EUR;28.43277618;1.208054504;2.446997288;1217.718938;24;2023-01-01;2023-04-30
23853260889700129;US;26368;32599;1.236316748;EUR;29.7637596;1.627977768;1.955385408;1212.84344;24;2023-01-01;2023-04-30
23854349265600129;US;16755;24835;1.48223835;EUR;38.08507821;2.209931152;1.8966628;1182.313168;23;2023-01-01;2023-04-30
23854101086880129;AU;25216;51223;2.031376904;EUR;18.33844039;2.104286736;1.123241032;1174.192;23;2023-01-01;2023-04-30
23853130348280129;US;31232;37757;1.208913934;EUR;24.67777605;1.25101216;1.676413256;1164.692318;21;2023-01-01;2023-04-30
23852989304630221;US;24659;36842;1.494063068;EUR;25.18228997;1.446034912;1.832671056;1159.72;18;2023-01-01;2023-04-30
23854175826740129;AU;43955;61176;1.391780722;EUR;15.01987565;1.789049672;0.86308356;1148.569891;22;2023-01-01;2023-04-30
23854172437630129;CA;36710;54724;1.490694735;EUR;16.5442877;1.623690104;1.177691688;1131.712;28;2023-01-01;2023-04-30
23853701734420129;AU;29952;52806;1.763034188;EUR;16.94691553;1.959075304;1.231365896;1118.632;18;2023-01-01;2023-04-30
23853855968070129;US;13939;19039;1.365874656;EUR;46.49943275;2.579580416;2.853901424;1106.64;9;2023-01-01;2023-04-30
23853882046140129;CA;49101;62625;1.275433394;EUR;14.13083634;1.67602424;0.936114768;1106.176;26;2023-01-01;2023-04-30
23854405947010129;CA;55859;74244;1.329127521;EUR;11.81208028;1.345055352;1.144765904;1096.22011;26;2023-01-01;2023-04-30
23854405947010129;AU;50330;66211;1.315551882;EUR;13.23043974;1.987303296;0.89604176;1095.004115;19;2023-01-01;2023-04-30
23853246001390129;US;27815;30404;1.093071414;EUR;26.74124286;1.37337964;1.99973688;1016.300935;18;2023-01-01;2023-04-30
23854405947010129;NZ;55091;90945;1.650804484;EUR;8.909882976;1.172319912;0.979583216;1012.884406;25;2023-01-01;2023-04-30
23853687780470129;NZ;19789;47662;2.408554334;EUR;16.92365678;1.140585544;1.725469136;1008.277624;31;2023-01-01;2023-04-30
23853855950630129;AU;40474;48344;1.194457622;EUR;16.14105271;1.714242208;0.918748968;975.4038156;22;2023-01-01;2023-04-30
23853785313860129;AU;30477;39050;1.281289374;EUR;19.83891021;2.161555544;0.878472504;968.376885;21;2023-01-01;2023-04-30
23853260889700129;AU;35994;44678;1.241237526;EUR;17.25527684;1.92346396;0.971224952;963.6554459;14;2023-01-01;2023-04-30
23854100757070129;AU;26496;34786;1.312892512;EUR;21.63912457;2.095621504;1.124117472;940.9340536;21;2023-01-01;2023-04-30
23853295481900129;US;22054;23636;1.071713581;EUR;31.57299035;1.475987344;2.195972248;932.824;18;2023-01-01;2023-04-30
23853958531360129;CA;48333;55789;1.154263771;EUR;13.14947803;1.430564744;0.889067336;916.992;22;2023-01-01;2023-04-30
23853882046140129;NZ;42445;62256;1.466752111;EUR;11.30938062;1.351913976;1.144178872;880.096;21;2023-01-01;2023-04-30
23853954814850129;NZ;30157;62003;2.056027165;EUR;11.24385966;1.650462312;0.720478944;871.4440996;23;2023-01-01;2023-04-30
23853855950630129;CA;41062;52247;1.272385443;EUR;13.05736324;1.35144744;0.987306496;852.7633358;18;2023-01-01;2023-04-30
23853451509910129;AU;20800;31733;1.525615385;EUR;21.41924967;2.032574064;1.1717844;849.6159574;17;2023-01-01;2023-04-30
23854337515530129;GB;21222;29382;1.384461701;EUR;23.09603289;1.459979344;1.677240176;848.248;12;2023-01-01;2023-04-30
23852486869090129;NZ;50126;110210;2.198633854;EUR;6.057002104;0.517312288;1.413452184;834.4247244;18;2023-01-01;2023-04-30
23854056043910129;US;17624;20595;1.168588289;EUR;32.24287809;1.383434424;2.165941576;830.0606536;14;2023-01-01;2023-04-30
23853182203280129;US;21082;23651;1.121888282;EUR;28.05750498;1.371061288;1.967257472;829.4920772;14;2023-01-01;2023-04-30
23853936104670129;AU;27597;40230;1.457792208;EUR;16.3820365;2.314100704;0.925867008;823.8198511;14;2023-01-01;2023-04-30
23853182476040129;US;17485;21784;1.245882138;EUR;30.0506794;1.177381296;2.347410944;818.28;23;2023-01-01;2023-04-30
23853260889700129;CA;28518;38704;1.357158887;EUR;16.91155672;1.415538256;1.331128568;818.1811142;20;2023-01-01;2023-04-30
23853701734420129;CA;24115;42985;1.782477442;EUR;15.13003666;1.513877096;1.387653312;812.952;17;2023-01-01;2023-04-30
23853130348280129;AU;37811;49671;1.313663676;EUR;13.08920535;1.504991984;0.789833952;812.6956709;8;2023-01-01;2023-04-30
23853246001430129;US;15430;18218;1.180630444;EUR;35.67749868;1.248;2.51888284;812.448;17;2023-01-01;2023-04-30
23853647269360129;US;14099;21066;1.494098956;EUR;30.49977214;1.639020408;1.95655476;803.12;11;2023-01-01;2023-04-30
23853374164730129;US;13990;15001;1.072220952;EUR;42.76294598;1.521533208;2.52573196;801.848;10;2023-01-01;2023-04-30
23854349407120129;CA;14528;23497;1.617345815;EUR;26.93486773;1.897131896;1.686016816;791.104;13;2023-01-01;2023-04-30
23853659032320129;US;9728;12863;1.322286184;EUR;48.93786927;1.834200464;2.741464024;786.872;15;2023-01-01;2023-04-30
23853252753800129;US;24551;28498;1.160774219;EUR;22.00426066;0.95592412;2.459085424;783.8577772;12;2023-01-01;2023-04-30
23853287630040129;US;16899;20942;1.23920659;EUR;29.87722046;1.459134328;2.551858504;782.096;11;2023-01-01;2023-04-30
23853958531360129;AU;32717;38446;1.175127152;EUR;16.24853302;2.263397104;0.724125016;780.872;15;2023-01-01;2023-04-30
23853451509910129;CA;18661;30254;1.621238103;EUR;20.3855159;1.379103856;1.487161856;770.9190546;19;2023-01-01;2023-04-30
23853163957520129;US;14433;20495;1.420043235;EUR;29.28708991;1.300356944;2.267067408;750.3059565;11;2023-01-01;2023-04-30
23854349407120129;AU;12045;19522;1.620815622;EUR;30.5116584;2.305188856;1.485063312;744.576;16;2023-01-01;2023-04-30
23854172437630129;NZ;28954;50976;1.76061008;EUR;11.43138732;1.46856452;1.028248584;728.408;26;2023-01-01;2023-04-30
23853936104670129;US;15923;21361;1.341489148;EUR;27.13775942;2.1374788;1.441144528;724.6053143;10;2023-01-01;2023-04-30
23852526898840129;AU;34510;46934;1.360015764;EUR;12.12988562;1.60637472;0.82363168;711.624;11;2023-01-01;2023-04-30
23853856018680129;AU;20698;24270;1.172619048;EUR;23.30595293;1.772070176;1.326389344;707.056;8;2023-01-01;2023-04-30
23853785313860129;CA;23910;30963;1.29496788;EUR;17.17246581;1.56386616;1.039685824;664.6431166;11;2023-01-01;2023-04-30
23853226142590129;US;33114;39294;1.186654426;EUR;13.49045157;0.931960616;1.706909888;662.624;11;2023-01-01;2023-04-30
23853058553330125;US;17715;22525;1.271495665;EUR;23.43969314;1.534809304;2.017332008;659.968;10;2023-01-01;2023-04-30
23853277755650129;GB;24486;41826;1.708148197;EUR;12.5911673;1.12723288;1.453627376;658.304;14;2023-01-01;2023-04-30
23854056043910129;CA;25751;34490;1.339370592;EUR;15.18306187;1.168905976;1.495604576;654.5873464;14;2023-01-01;2023-04-30
23852715838060129;US;8461;9118;1.077723147;EUR;56.97210037;1.61534328;3.214599056;649.368;10;2023-01-01;2023-04-30
23852032978810261;CA;25640;40375;1.574695788;EUR;12.74599142;1.475406976;1.05094216;643.277441;11;2023-01-01;2023-04-30
23854065628030129;AU;23501;31558;1.342830882;EUR;16.10167761;1.564440584;1.184373968;635.1628765;8;2023-01-01;2023-04-30
23853182476040129;AU;20915;27176;1.299342105;EUR;18.6960259;1.84088116;0.93023256;635.104;14;2023-01-01;2023-04-30
23853269495900129;US;17124;17124;1;EUR;29.64802616;1.452210528;1.902359264;634.616;7;2023-01-01;2023-04-30
23854065628030129;CA;27814;34660;1.246117119;EUR;14.43958068;1.164981064;1.455049048;625.5948331;18;2023-01-01;2023-04-30
23853936104670129;CA;22669;32278;1.423913043;EUR;15.38948258;1.842536624;1.013185288;620.9348431;13;2023-01-01;2023-04-30
23854549057320129;US;6451;9282;1.438864087;EUR;53.47411154;1.835680816;3.681806432;620.4601162;13;2023-01-01;2023-04-30
23853855968070129;AU;13254;20986;1.583293095;EUR;23.32052455;2.33490076;1.451662096;611.744;13;2023-01-01;2023-04-30
23854549217010129;US;12141;18375;1.513508171;EUR;26.57738691;1.11805128;2.768949456;610.456;19;2023-01-01;2023-04-30
23854125502020129;US;13690;14766;1.078658252;EUR;32.97518691;1.759121384;2.05872792;608.656;10;2023-01-01;2023-04-30
23852314592870129;NZ;31872;55524;1.742093373;EUR;8.652542808;1.12458752;0.73654636;600.5297336;12;2023-01-01;2023-04-30
23853741619790129;AU;13914;28678;2.061120055;EUR;16.75007671;2.042312928;1.12478032;600.44;10;2023-01-01;2023-04-30
23853288612820129;GB;30183;35850;1.187733574;EUR;13.3388811;1.21492264;1.128269216;597.7419399;14;2023-01-01;2023-04-30
23852753349360129;US;9965;13126;1.317276814;EUR;36.41700052;1.783672072;2.19405168;597.5301445;9;2023-01-01;2023-04-30
23852531898950129;AU;20250;27898;1.37772598;EUR;16.98574829;1.562912928;1.261721104;592.344;10;2023-01-01;2023-04-30
23852306973010261;US;32627;37369;1.145326599;EUR;12.56988718;1.019361112;1.585921944;587.152;14;2023-01-01;2023-04-30
23853618784750129;US;10081;17335;1.719625427;EUR;26.97283174;1.669926544;1.964096176;584.4742911;12;2023-01-01;2023-04-30
23853856018680129;CA;18355;22751;1.239496165;EUR;20.35317698;1.388067144;1.535918984;578.824;14;2023-01-01;2023-04-30
23854549217040129;US;8275;12628;1.526005414;EUR;36.66873614;1.283405768;2.898954704;578.816;10;2023-01-01;2023-04-30
23853146881880129;US;14566;16224;1.113796134;EUR;28.29783038;1.23948164;2.339250496;573.88;6;2023-01-01;2023-04-30
23853182766850129;US;12544;13862;1.105102041;EUR;33.08679594;1.262837008;2.160664816;573.328;11;2023-01-01;2023-04-30
23852763851780129;US;7600;8046;1.058736842;EUR;56.99502883;1.508568424;3.459932392;573.256;9;2023-01-01;2023-04-30
23854320712330129;AU;13338;19333;1.449496161;EUR;23.67329893;1.793382264;1.244723992;572.088942;10;2023-01-01;2023-04-30
23853303831120129;US;14720;16490;1.120217391;EUR;27.74189792;1.326719256;1.80477392;571.816;12;2023-01-01;2023-04-30
23852526898840129;CA;32307;41603;1.287737718;EUR;10.77840166;1.009945944;1.155295744;560.52;12;2023-01-01;2023-04-30
23853373990110129;US;12765;16297;1.276698421;EUR;27.35457268;1.386169152;2.481959648;557.24;10;2023-01-01;2023-04-30
23853303831460129;US;8877;10003;1.126892574;EUR;44.17978247;1.391496224;2.82149712;552.424;10;2023-01-01;2023-04-30
23853288315070129;US;13581;15835;1.165999057;EUR;27.65848237;1.448338624;1.6287764;547.472;6;2023-01-01;2023-04-30
23853252753800129;AU;25818;33070;1.280853965;EUR;13.19901083;1.283782376;1.399230712;545.6075108;13;2023-01-01;2023-04-30
23853785313860129;US;8755;11392;1.301169591;EUR;38.2463482;2.35769696;1.674157304;544.6279984;10;2023-01-01;2023-04-30
23854349476860129;US;5019;6454;1.285782595;EUR;67.41139693;2.183966824;3.312259824;543.807739;10;2023-01-01;2023-04-30
23854349265600129;AU;10323;16224;1.571605704;EUR;26.71302765;2.075632952;1.384615384;541.7402007;11;2023-01-01;2023-04-30
23853146881810129;AU;32057;42422;1.323326096;EUR;10.16499623;1.37504912;0.752824032;539.0192554;6;2023-01-01;2023-04-30
23852032978810261;AU;18689;30618;1.638328839;EUR;13.98212413;1.87111132;0.946881616;535.1378366;8;2023-01-01;2023-04-30
23853374669980129;US;6480;9585;1.479135802;EUR;44.47842417;2.041747128;2.023203408;532.896;8;2023-01-01;2023-04-30
23854175826740129;NZ;26317;43766;1.66302894;EUR;9.683974304;1.115328808;0.959292232;529.7811821;11;2023-01-01;2023-04-30
23853570859430129;US;10717;11149;1.04031054;EUR;38.0594173;1.537379824;2.250287024;530.3960396;11;2023-01-01;2023-04-30
23853139036420129;US;14951;17922;1.198673016;EUR;23.63057841;1.340182832;2.21051692;529.3722175;14;2023-01-01;2023-04-30
23853252753800129;CA;28532;37053;1.298640123;EUR;11.3798841;0.91505332;1.542447536;527.070712;5;2023-01-01;2023-04-30
23853260907260129;US;9805;12849;1.310460183;EUR;32.76933062;1.399755904;2.29624556;526.3082191;12;2023-01-01;2023-04-30
23854341642980129;GB;6928;13735;1.98256351;EUR;30.22006977;2.152897832;1.924398624;518.8483779;9;2023-01-01;2023-04-30
23853277965310129;GB;22720;28047;1.234471831;EUR;14.72160269;1.592977376;0.805499304;516.1246687;4;2023-01-01;2023-04-30
23854278945500129;US;11085;14087;1.27085739;EUR;28.98942705;1.421935432;2.098926688;510.4748209;9;2023-01-01;2023-04-30
23853277965280129;US;9344;12995;1.390753425;EUR;31.4213425;1.862803968;1.689239104;510.4082875;12;2023-01-01;2023-04-30
23854065628030129;US;12096;14088;1.16468254;EUR;28.71972121;1.6527918;2.048835888;505.7542904;9;2023-01-01;2023-04-30
23853741619790129;CA;12442;24378;1.95936214;EUR;16.57862956;1.431116144;1.354686272;505.184;8;2023-01-01;2023-04-30
23853226142360129;US;14394;15397;1.069697643;EUR;26.06713083;1.244883376;2.011846616;501.688;7;2023-01-01;2023-04-30
23854320712330129;CA;12134;18214;1.501054852;EUR;22.01901026;1.49650396;1.503865072;501.3288255;7;2023-01-01;2023-04-30
23853121893080129;US;21504;24860;1.156063988;EUR;15.94954143;0.854537928;1.832984712;495.632;6;2023-01-01;2023-04-30
23853260607470129;US;13953;16813;1.204976779;EUR;23.39620148;1.263996328;1.937571376;491.6945703;6;2023-01-01;2023-04-30
23853112137670129;NZ;18304;31422;1.716652098;EUR;12.33108435;1.046064792;1.387071312;484.328;7;2023-01-01;2023-04-30
23852981965270221;US;11104;15136;1.363112392;EUR;25.57801269;1.386636104;2.236786472;483.936;11;2023-01-01;2023-04-30
23853331829950129;AU;12346;19043;1.542509072;EUR;20.16971938;1.912828688;1.525793984;480.12;10;2023-01-01;2023-04-30
23852882269540125;US;10899;11786;1.08132707;EUR;32.49090415;0.854742856;3.12245452;478.656;10;2023-01-01;2023-04-30
23853277965280129;AU;14310;22434;1.567699016;EUR;16.87947456;1.827610448;0.981350072;473.351105;14;2023-01-01;2023-04-30
23853005738360221;US;8608;9969;1.158085502;EUR;37.46793998;1.530780328;2.818393384;466.888;6;2023-01-01;2023-04-30
23853053152330221;US;6883;7978;1.159112041;EUR;46.70610649;2.061061944;2.20595608;465.8;13;2023-01-01;2023-04-30
23853226661590129;US;9863;10978;1.112985644;EUR;33.43741078;1.534542312;2.122139632;458.8281507;7;2023-01-01;2023-04-30
23853182203280129;AU;16000;21429;1.3393;EUR;17.11977354;2.21531524;0.764578512;458.570254;6;2023-01-01;2023-04-30
23853288433960129;US;11443;12946;1.131291946;EUR;28.07811148;1.352261904;1.853911752;454.36;10;2023-01-01;2023-04-30
23853507044980129;US;12118;12738;1.05116187;EUR;28.23538278;1.63488;1.607737232;449.592;7;2023-01-01;2023-04-30
23852531898950129;CA;20864;25432;1.218941718;EUR;14.05750236;0.99974944;1.618118904;446.888;7;2023-01-01;2023-04-30
23854191262820129;US;6285;7367;1.172225051;EUR;48.30839396;1.659970152;2.736453472;444.872;6;2023-01-01;2023-04-30
23853570832530129;US;8451;10869;1.286065884;EUR;32.65181896;2.218038064;1.613425584;443.6076124;5;2023-01-01;2023-04-30
23853778615210129;AU;18522;20625;1.113553905;EUR;17.12889337;2.276288656;0.76645592;441.6;7;2023-01-01;2023-04-30
23853374167800129;US;8486;9258;1.090977656;EUR;37.829243;1.494061432;2.378154168;437.76;8;2023-01-01;2023-04-30
23853971029810129;US;9254;10614;1.146870678;EUR;32.65907892;2.256708336;1.561769808;433.288;7;2023-01-01;2023-04-30
23852314592870129;AU;30592;35142;1.148718619;EUR;9.769145144;1.631670112;0.528148976;429.1292388;6;2023-01-01;2023-04-30
23852423351590129;NZ;24839;36141;1.454990499;EUR;9.484472728;0.845109544;1.522932528;428.4705401;8;2023-01-01;2023-04-30
23853310479730129;US;10528;11442;1.086854103;EUR;29.78508006;1.392209152;2.897294272;426.016;5;2023-01-01;2023-04-30
23853226143300129;US;13645;15075;1.104831144;EUR;22.35661218;1.515424464;1.524092552;421.288;7;2023-01-01;2023-04-30
23853785344220129;US;3122;4002;1.281906715;EUR;83.7504998;2.61825;2.974810072;418.92;9;2023-01-01;2023-04-30
23853225460540129;US;11996;14042;1.170590197;EUR;23.76071826;1.716345216;1.636187544;417.0718876;10;2023-01-01;2023-04-30
23854191262820129;CA;12320;15650;1.270324675;EUR;21.22864591;1.221458824;1.680723816;415.296;9;2023-01-01;2023-04-30
23853484178250129;GB;4370;10589;2.423288173;EUR;30.95287479;1.484392216;2.042913264;409.6922507;7;2023-01-01;2023-04-30
23853969600870129;AU;16486;20378;1.236024845;EUR;16.04426242;3.07277784;0.766331656;408.6794522;10;2023-01-01;2023-04-30
23853146881810129;CA;27192;34985;1.286584289;EUR;9.274035232;1.037245104;0.971393288;405.5628348;4;2023-01-01;2023-04-30
23854320712330129;NZ;9651;21074;2.18352122;EUR;15.23804802;1.25830928;1.342343024;401.4006609;4;2023-01-01;2023-04-30
23853277965280129;NZ;12851;25237;1.96376992;EUR;12.71098699;1.268926568;1.034679512;400.9807956;14;2023-01-01;2023-04-30
23853778615210129;US;8410;9315;1.107686454;EUR;34.1188595;2.858129496;1.188594984;397.28;8;2023-01-01;2023-04-30
23853226662110129;US;15290;16219;1.060743996;EUR;19.58238435;0.97307172;1.834862384;397.0132603;6;2023-01-01;2023-04-30
23853251922810129;US;6499;6738;1.036681438;EUR;46.82688198;1.288810456;3.229636664;394.376;3;2023-01-01;2023-04-30
23853331829950129;US;7130;9678;1.357383303;EUR;32.56675209;1.486641512;2.552699016;393.96;6;2023-01-01;2023-04-30
23854351681930129;AU;8550;15406;1.801833832;EUR;20.26354503;2.6190292;1.237927096;390.2353502;5;2023-01-01;2023-04-30
23853226142430129;US;10371;10583;1.020441222;EUR;29.42021317;1.32380952;2.037946936;389.2;6;2023-01-01;2023-04-30
23853226142540129;US;9443;9483;1.004235852;EUR;32.60806479;1.314748296;2.39581576;386.536;8;2023-01-01;2023-04-30
23853958531360129;NZ;20403;27457;1.345710477;EUR;11.21202762;1.166084848;1.032603944;384.808;10;2023-01-01;2023-04-30
23853269661700129;US;8979;9312;1.037063435;EUR;32.95738832;1.389942032;2.109965632;383.624;7;2023-01-01;2023-04-30
23853333085180129;GB;3978;14470;3.637972647;EUR;21.17397427;1.478744584;1.835471032;382.9948466;7;2023-01-01;2023-04-30
23854571446890129;US;6973;8860;1.270651675;EUR;34.51593679;2.209618496;2.080361176;382.264;5;2023-01-01;2023-04-30
23853225460530129;US;9392;11062;1.177768313;EUR;27.60778178;1.539245152;1.932451;381.7327986;10;2023-01-01;2023-04-30
23854549217010129;CA;10842;18560;1.711924439;EUR;16.42689655;1.12089412;1.937931032;381.104;17;2023-01-01;2023-04-30
23854549057320129;CA;6694;10260;1.532624283;EUR;29.55147194;1.914129432;2.42651072;378.9976277;6;2023-01-01;2023-04-30
23852486869090129;US;25498;27331;1.07187902;EUR;11.07301437;0.781608392;1.564219648;378.298463;6;2023-01-01;2023-04-30
23853121893100129;AU;12493;20372;1.630699283;EUR;14.72703711;1.315873688;1.1372472;375.024;9;2023-01-01;2023-04-30
23853527345170129;AU;9111;13784;1.512863289;EUR;21.6547118;2.53816792;0.919326752;373.1106843;6;2023-01-01;2023-04-30
23853277755650129;NZ;11328;24181;2.13460452;EUR;12.23185337;0.996549864;1.786541392;369.72;7;2023-01-01;2023-04-30
23854605769460129;US;11942;14370;1.203309218;EUR;20.51862161;1.492210528;1.52313088;368.576;7;2023-01-01;2023-04-30
